channel,energy_keV,raw_counts,background_adjusted_counts,background_adjusted_unc,efficiency,final_corrected_counts,final_corrected_unc
36,16.2916869616,0.0,0.0,0.0,nan,nan,nan
37,16.7912918599,0.0,0.0,0.0,nan,nan,nan
38,17.2908968924,0.0,0.0,0.0,nan,nan,nan
39,17.790502059100003,0.0,0.0,0.0,nan,nan,nan
40,18.29010736,0.0,0.0,0.0,nan,nan,nan
41,18.7897127951,0.0,0.0,0.0,nan,nan,nan
42,19.2893183644,0.0,0.0,0.0,nan,nan,nan
43,19.788924067900002,0.0,0.0,0.0,nan,nan,nan
44,20.2885299056,0.0,0.0,0.0,nan,nan,nan
45,20.7881358775,0.0,0.0,0.0,nan,nan,nan
46,21.2877419836,0.0,0.0,0.0,nan,nan,nan
47,21.7873482239,0.0,0.0,0.0,nan,nan,nan
48,22.2869545984,0.0,0.0,0.0,nan,nan,nan
49,22.7865611071,0.0,0.0,0.0,nan,nan,nan
50,23.28616775,0.0,0.0,0.0,nan,nan,nan
51,23.7857745271,0.0,0.0,0.0,nan,nan,nan
52,24.285381438399998,0.0,0.0,0.0,nan,nan,nan
53,24.7849884839,0.0,0.0,0.0,nan,nan,nan
54,25.2845956636,0.0,0.0,0.0,nan,nan,nan
55,25.784202977499998,0.0,0.0,0.0,nan,nan,nan
56,26.2838104256,0.0,0.0,0.0,nan,nan,nan
57,26.7834180079,0.0,0.0,0.0,nan,nan,nan
58,27.2830257244,0.0,0.0,0.0,nan,nan,nan
59,27.7826335751,0.0,0.0,0.0,nan,nan,nan
60,28.28224156,0.0,0.0,0.0,nan,nan,nan
61,28.781849679100002,0.0,0.0,0.0,nan,nan,nan
62,29.281457932400002,0.0,0.0,0.0,nan,nan,nan
63,29.7810663199,0.0,0.0,0.0,nan,nan,nan
64,30.2806748416,0.0,0.0,0.0,nan,nan,nan
65,30.780283497499997,0.0,0.0,0.0,nan,nan,nan
66,31.2798922876,0.0,0.0,0.0,nan,nan,nan
67,31.779501211899998,0.0,0.0,0.0,nan,nan,nan
68,32.2791102704,0.0,0.0,0.0,nan,nan,nan
69,32.778719463099996,0.0,0.0,0.0,nan,nan,nan
70,33.278328789999996,0.0,0.0,0.0,nan,nan,nan
71,33.7779382511,0.0,0.0,0.0,nan,nan,nan
72,34.27754784639999,0.0,0.0,0.0,nan,nan,nan
73,34.77715757589999,0.0,0.0,0.0,nan,nan,nan
74,35.27676743959999,0.0,0.0,0.0,nan,nan,nan
75,35.776377437499995,0.0,0.0,0.0,nan,nan,nan
76,36.2759875696,0.0,0.0,0.0,nan,nan,nan
77,36.7755978359,0.0,0.0,0.0,nan,nan,nan
78,37.2752082364,0.0,0.0,0.0,nan,nan,nan
79,37.7748187711,0.0,0.0,0.0,nan,nan,nan
80,38.27442943999999,0.0,-0.25,0.25,nan,nan,nan
81,38.774040243099996,0.0,-17.0,2.0615528128088303,nan,nan,nan
82,39.273651180399995,107.0,70.5,10.776131031126154,nan,nan,nan
83,39.77326225189999,349.0,309.0,18.94729532149642,nan,nan,nan
84,40.2728734576,331.0,291.25,18.46449295269166,nan,nan,nan
85,40.7724847975,344.0,306.25,18.799933510520724,nan,nan,nan
86,41.2720962716,352.0,314.0,19.013153341831543,nan,nan,nan
87,41.77170787989999,333.0,292.0,18.527007313648905,nan,nan,nan
88,42.27131962239999,363.0,321.0,19.32614809008769,nan,nan,nan
89,42.770931499099994,326.0,286.0,18.33030277982336,nan,nan,nan
90,43.270543509999996,351.0,309.5,19.009865859600374,nan,nan,nan
91,43.7701556551,327.0,285.25,18.369471957571346,nan,nan,nan
92,44.2697679344,363.0,323.5,19.30997151732752,nan,nan,nan
93,44.7693803479,344.0,306.25,18.799933510520724,nan,nan,nan
94,45.2689928956,376.0,335.5,19.650063613128587,nan,nan,nan
95,45.76860557749999,347.0,310.75,18.869618438113687,nan,nan,nan
96,46.268218393599994,329.0,288.0,18.418740456393863,nan,nan,nan
97,46.76783134389999,326.0,291.25,18.2944663764757,nan,nan,nan
98,47.2674444284,368.0,333.5,19.406828695075347,nan,nan,nan
99,47.767057647099996,383.0,349.75,19.781620257198345,nan,nan,nan
100,48.266670999999995,376.0,336.25,19.64529205687714,nan,nan,nan
101,48.7662844871,358.0,321.75,19.158875227945927,nan,nan,nan
102,49.265898108399995,328.0,294.5,18.34052889095623,nan,nan,nan
103,49.765511863899995,366.0,331.75,19.353617232961906,nan,nan,nan
104,50.265125753599996,357.0,315.5,19.167028982082748,nan,nan,nan
105,50.7647397775,379.0,339.5,19.71991379291502,nan,nan,nan
106,51.2643539356,347.0,309.5,18.87789712865286,nan,nan,nan
107,51.763968227899994,382.0,342.25,19.797411446954374,nan,nan,nan
108,52.2635826544,372.0,332.5,19.541622245862804,nan,nan,nan
109,52.7631972151,361.0,324.75,19.237008603210636,nan,nan,nan
110,53.262811909999996,419.0,378.0,20.71834935510066,nan,nan,nan
111,53.76242673909999,408.0,376.0,20.396078054371138,nan,nan,nan
112,54.2620417024,423.0,389.5,20.76956908556362,nan,nan,nan
113,54.761656799899995,397.0,360.75,20.150992531386635,nan,nan,nan
114,55.261272031599994,414.0,375.25,20.58367071248469,nan,nan,nan
115,55.7608873975,386.0,353.75,19.851007531105314,nan,nan,nan
116,56.2605028976,455.0,423.75,21.51307741816591,4.252797295995496e-06,99640300.37335896,5058571.081773161
117,56.76011853189999,436.0,398.75,21.102428770167666,2.6400427529619916e-05,15103922.069164338,799321.4786575646
118,57.25973430039999,457.0,418.5,21.601504577227946,4.793718230209117e-05,8730175.198089264,450621.07407772314
119,57.75935020309999,530.0,492.5,23.224448324987183,6.888087145874388e-05,7150025.68303716,337168.3289300055
120,58.25896623999999,565.0,529.5,23.95568825978498,8.92487086946913e-05,5932858.948260568,268414.9564755542
121,58.758582411099994,681.0,639.75,26.292822214437155,0.00010905733441924795,5866180.421580963,241091.7372449242
122,59.258198716399995,751.0,713.75,27.57376470487844,0.00012832283762889788,5562143.2099570865,214878.07793512288
123,59.7578151559,864.0,829.0,29.542342493444895,0.00014706077683677098,5637125.124941658,200885.26069895033
124,60.2574317296,967.0,936.5,31.218984608728068,0.00016539393715626238,5662238.991960177,188755.31440570712
125,60.757048437499996,975.0,940.0,31.364789175124386,0.00018336462771527314,5126397.668473023,171051.47031862292
126,61.25666527959999,755.0,714.0,27.663152387246107,0.0002008949808600233,3554095.76159342,137699.56954037014
127,61.7562822559,529.0,493.75,23.19078480776362,0.00021799686923085188,2264940.7844345425,106381.2746008077
128,62.255899366399994,454.0,418.0,21.517434791350013,0.00023468178343481977,1781135.2627465217,91687.70782469462
129,62.75551661109999,439.0,399.5,21.186670337738303,0.00025096084659282384,1591881.7832495454,84422.21416360224
130,63.25513398999999,427.0,390.75,20.882109567761585,0.000266844828243097,1464334.1696846555,78255.62783153464
131,63.75475150309999,426.0,390.5,20.853656753672723,0.0002823441576335027,1383063.8582112587,73858.99863648621
132,64.2543691504,424.0,389.25,20.801141795584204,0.0002974689364335226,1308539.9930052473,69927.10581809869
133,64.75398693189999,432.0,399.75,20.977666695798177,0.0003122289508946266,1280310.4864382376,67186.80838433166
134,65.25360484759999,479.0,435.25,22.134531845060557,0.0003266336834866578,1332532.5035492824,67765.61317493363
135,65.7532228975,444.0,405.25,21.299941314473145,0.000340692324035699,1189489.6697394813,62519.580899748296
136,66.2528410816,463.0,427.25,21.724122536940357,0.00035441378038798593,1205511.815969115,61295.9307427561
137,66.75245939989999,485.0,448.75,22.227516730395234,0.00036780668862289057,1220070.2539700142,60432.60608886028
138,67.25207785239999,497.0,465.25,22.470814404466964,0.00038087942283661493,1221515.188547157,58997.186661108295
139,67.7516964391,550.0,515.25,23.636571240347024,0.000393640104517311,1308936.7523459261,60046.14613475586
140,68.25131516,682.0,641.0,26.31064423384574,0.0004060966115310553,1578442.1287912691,64789.12526418284
141,68.7509340151,758.0,713.0,27.735356496717326,0.00041825658673706615,1704695.210091747,66311.82239851479
142,69.2505530044,709.0,669.75,26.81067884258062,0.00043012744624971495,1557096.6369143755,62331.94155904993
143,69.7501721279,603.0,560.0,24.77397828367499,0.0004417163873636401,1267781.8075583049,56085.71244444226
144,70.24979138559999,614.0,566.0,25.019992006393604,0.00045303039615801014,1249364.2916679431,55228.06464771298
145,70.74941077749999,946.0,882.25,31.015117281738597,0.0004640762547942959,1901088.4329582036,66831.94186586038
146,71.2490303036,1377.0,1322.5,37.29108472544075,0.0004748605485219726,2785028.160617571,78530.60196622173
147,71.7486499639,1703.0,1665.0,41.382363393117124,0.0004853896724053765,3430233.6754488335,85255.96185028914
148,72.2482697584,1463.0,1414.0,38.40898332421727,0.0004956698377842695,2852705.3538718964,77489.0469347744
149,72.7478896871,948.0,864.5,31.126756978522515,0.0005057070784803386,1709487.6397574705,61550.96162003335
150,73.24750974999999,650.0,572.25,25.87349029412151,0.0005155072567608314,1110071.667265577,50190.35126041973
151,73.74712994709999,685.0,629.25,26.43742612282822,0.0005250760690702005,1198397.7885609407,50349.706795137994
152,74.2467502784,929.0,890.75,30.635967423928367,0.000534419051540217,1666763.1841208185,57325.739671207986
153,74.7463707439,1097.0,1061.0,33.25657829663179,0.0005435415852879113,1952012.5574899546,61184.974980370534
154,75.2459913436,781.0,743.0,28.115831839019098,0.0005524489015111768,1344920.7663687754,50893.09031497871
155,75.7456120775,483.0,448.25,22.174027599874588,0.0005611460863903922,798811.5944698047,39515.60589598054
156,76.2452329456,398.0,364.0,20.161845153655953,0.0005696380858046823,639002.2174971083,35394.13121433923
157,76.7448539479,375.0,339.5,19.592728242896648,0.000577929709870786,587441.6805391536,33901.57645170588
158,77.24447508440001,408.0,368.0,20.445048300260872,0.0005860256373121536,627958.8751233768,34887.634599116645
159,77.74409635509998,398.0,362.75,20.169593451529956,0.0005939304196653252,610761.7794764689,33959.52250247656
160,78.24371776,372.0,333.0,19.53842368257992,0.0006016484853308088,553479.3290751894,32474.81570877215
161,78.74333929909999,395.0,352.0,20.143237078483686,0.0006091841434747463,577821.9997523493,33065.924801633846
162,79.2429609724,356.0,322.5,19.088609168821073,0.0006165415877876105,523079.06942215306,30960.781149116603
163,79.74258277989999,376.0,332.5,19.669138262770947,0.0006237249001061471,533087.5838745805,31534.95757412218
164,80.24220472159999,359.0,322.75,19.18495504294967,0.0006309466861281841,511532.9188596921,30406.6182844679
165,80.7418267975,348.0,304.0,18.94729532149642,0.000638230203877196,476317.1629189985,29687.243264880224
166,81.2414490076,385.0,346.25,19.866743568083823,0.0006453593639152306,536522.7799584244,30784.00140900933
167,81.74107135189999,410.0,357.5,20.570002430724212,0.0006523374806627351,548029.2189202463,31532.76186097163
168,82.24069383039999,388.0,335.25,20.029665498954294,0.0006591677840512779,508595.85087659606,30386.293116224486
169,82.7403164431,418.0,344.0,20.89258241577618,0.0006658534220808266,516630.2200940593,31377.149569173605
170,83.23993919,443.0,386.75,21.379020089798313,0.0006723974632871223,575180.6351399823,31795.212291973203
171,83.7395620711,572.0,527.0,24.150569351466643,0.00067880289912204,776366.7489953549,35578.17649674576
172,84.2391850864,665.0,625.5,25.978356376029645,0.0006850726462508786,913041.8553756376,37920.58625927999
173,84.73880823590001,693.0,644.25,26.55536668924005,0.0006912095487698852,932061.7765575475,38418.69189524284
174,85.23843151959998,561.0,507.0,23.968729628413765,0.0006972163803470325,727177.4076042875,34377.7488654004
175,85.7380549375,463.0,416.25,21.787324296480282,0.0007030958462891175,592024.5471466422,30987.70162200787
176,86.23767848959999,504.0,462.25,22.681214694103137,0.0007088505855382723,652112.0380382929,31997.17282716208
177,86.7373021759,491.0,449.75,22.390008932557397,0.000714483172600413,629475.9866255526,31337.349557257374
178,87.23692599639999,477.0,439.0,22.056745000112777,0.00071999611940839,609725.5084662397,30634.533166979392
179,87.73654995109999,497.0,450.5,22.55271602268782,0.0007253918771223714,621043.6237404986,31090.389531454937
180,88.23617404,417.0,378.0,20.6579282601136,0.0007306728378699816,517331.39704758336,28272.47324580244
181,88.7357982631,415.0,376.5,20.606431034994873,0.0007358413364281772,511659.2142370746,28003.90521008219
182,89.2354226204,421.0,382.5,20.751505969447134,0.0007408996518495131,516264.2458329715,28008.524390104652
183,89.7350471119,418.0,375.25,20.7047699818182,0.0007458500090346771,503117.2426821722,27759.964779802747
184,90.2346717376,452.0,405.0,21.53485546735803,0.0007506945802531983,539500.3649332321,28686.573786232264
185,90.7342964975,445.0,398.25,21.37024800979156,0.000755435486614674,527179.3648252798,28288.64726167135
186,91.2339213916,391.0,350.25,20.029665498954298,0.0007600747994918892,460809.9100695649,26352.22942839856
187,91.7335464199,422.0,377.5,20.811655388267415,0.0007646145418981438,493712.81778510526,27218.492780169734
188,92.2331715824,466.0,422.75,21.836036728307633,0.0007690566898198358,549699.3987517827,28393.27323636322
189,92.7327968791,450.0,405.75,21.47236596185898,0.0007734031735067209,524629.3445632907,27763.483131961035
190,93.23242230999999,444.0,399.25,21.33512362279628,0.0007776558787206143,513401.89269428403,27435.17307153448
191,93.7320478751,430.0,390.75,20.971707131275696,0.0007818166479447486,499797.49219616834,26824.32919074624
192,94.23167357439999,436.0,392.75,21.137939823927972,0.0007858872815546941,499753.6023525359,26896.910434930953
193,94.7312994079,464.0,425.5,21.76292719282036,0.0007898695389525551,538696.5555910093,27552.559150059322
194,95.2309253756,410.0,360.25,20.553284409067082,0.0007937651396655968,453849.61117310944,25893.40773736413
195,95.7305514775,411.0,375.25,20.49237663132317,0.000797575764410633,470488.21785262023,25693.329142800587
196,96.2301777136,395.0,355.5,20.121505907858886,0.0008013030561253926,443652.3700770327,25110.981112631816
197,96.72980408389999,463.0,413.0,21.805962487356524,0.0008049486209681228,513076.22529159585,27089.881166738556
198,97.22943058839999,447.0,404.0,21.395092895334667,0.0008085140292862934,499682.11480093474,26462.240753225942
199,97.7290572271,421.0,382.75,20.75,0.0008120008165558062,471366.52106272214,25554.161494582586
200,98.228684,386.0,332.5,19.98436889171134,0.0008154104842915217,407770.08194700396,24508.35410716478
201,98.7283109071,439.0,402.25,21.1704392963396,0.0008187445009302305,491301.0097081285,25857.19876260109
202,99.2279379484,454.0,412.5,21.54936193950995,0.0008220043026869067,501822.19077400275,26215.63155943466
203,99.7275651239,443.0,398.75,21.308742337360034,0.0008251912943852409,483221.28785552044,25822.791009004563
204,100.2271924336,430.0,390.0,20.97617696340303,0.0008283938206361587,470790.5712050127,25321.503421276775
205,100.72681987749999,476.0,435.0,22.051077071199945,0.0008316311848585274,523068.4081117038,26515.452369611605
206,101.2264474556,413.0,364.5,20.618559600515262,0.0008348006111630031,436631.2088490167,24698.783547595274
207,101.72607516789999,451.0,403.0,21.517434791350016,0.0008379033369002002,480962.40013900306,25680.09201509229
208,102.2257030144,441.0,395.25,21.270578271405785,0.000840940573265351,470009.4305894342,25293.794766986528
209,102.7253309951,447.0,401.75,21.408234397072544,0.0008439135059509311,476055.89573697327,25367.80635232222
210,103.22495911,435.0,385.75,21.14976359205937,0.0008468232957801553,455525.9661871005,24975.415411280894
211,103.7245873591,454.0,411.5,21.555161794799872,0.000849671079322339,484305.05640864535,25368.830738585733
212,104.22421574239999,457.0,407.75,21.66362158088993,0.0008524579694903253,478322.7028117163,25413.125756619247
213,104.72384425989999,469.0,429.0,21.886068628239286,0.0008551850561210126,501645.80979218433,25592.201911842465
214,105.2234729116,422.0,378.5,20.805648271563182,0.0008578534065390207,441217.5753046723,24253.151077994593
215,105.7231016975,438.0,389.5,21.216149509277123,0.0008604640661046633,452662.71462476486,24656.636279215032
216,106.22273061759999,483.0,438.5,22.228922600971917,0.0008630180587460947,508100.6075783745,25757.192883389947
217,106.7223596719,487.0,441.5,22.324314099205825,0.0008655163874767341,510100.1048485266,25793.057673106076
218,107.2219888604,463.0,415.0,21.794494717703365,0.0008679600348978652,478132.6136160566,25110.021016426144
219,107.72161818309999,496.0,452.5,22.513884604838854,0.0008703499636874949,519905.80672037945,25867.622846161936
220,108.22124763999999,506.0,463.0,22.73213584333861,0.0008726871170753539,530545.2446137364,26048.437519647447
221,108.72087723109999,436.0,387.0,21.17191535974013,0.0008749724193048831,442299.65592224034,24197.23741299187
222,109.22050695639999,469.0,424.0,21.914607000811124,0.0008772067760823692,483352.39941213885,24982.259141547438
223,109.72013681589999,480.0,435.0,22.1641602593015,0.000879391075013837,494660.4671796963,25203.98590462469
224,110.21976680959999,465.0,418.25,21.833174299675253,0.0008815261860298175,474461.23170055525,24767.47105835464
225,110.7193969375,482.0,433.75,22.227516730395234,0.0008836129617987345,490882.3418762814,25155.26332382856
226,111.21902719959999,442.0,392.25,21.317539726713306,0.0008856522381288553,442893.92959556973,24069.876198530845
227,111.7186575959,469.0,423.5,21.917458794303684,0.0008876448343594966,477105.23804894055,24691.69869063543
228,112.2182881264,430.0,383.0,21.017849556983702,0.0008895915537417361,430534.66322724504,23626.404127354777
229,112.7179187911,469.0,419.75,21.938835429438818,0.0008914931838087072,470839.27014081145,24609.08936589958
230,113.21754959,494.0,447.25,22.487496525847426,0.00089335049673619,500643.3663315852,25172.087112509966
231,113.7171805231,534.0,485.75,23.36798022936514,0.0008951642496935391,542637.8456984819,26104.68440553251
232,114.2168115904,494.0,439.25,22.531921799970814,0.0008969351851852373,489723.2344712678,25121.014508219414
233,114.71644279190001,479.0,430.0,22.1641602593015,0.0008986640313835173,478488.05002021004,24663.45540188048
234,115.21607412759998,487.0,439.75,22.334110682988925,0.0009003515024522008,488420.35449743265,24805.99035172336
235,115.71570559749999,462.0,412.75,21.778716674772184,0.0009019982988620408,457595.098040345,24144.964244664505
236,116.2153372016,502.0,458.0,22.64950330581225,0.0009036051076978286,506858.57804287464,25065.70969205543
237,116.71496893989999,479.0,435.5,22.13311997889136,0.0009051726029575027,481123.7089777964,24451.822676222226
238,117.2146008124,502.0,455.5,22.663296318055764,0.0009067014458435612,502370.4352607708,24995.323898453342
239,117.71423281909999,485.0,440.75,22.272460573542386,0.0009081922850468667,485304.7171362564,24523.94822137586
240,118.21386496,507.0,459.75,22.777455959786202,0.0009096457570232165,505416.52775308443,25039.918873831302
241,118.7134972351,499.0,454.25,22.587330519563395,0.0009110624862628241,498593.68248530605,24792.2956549518
242,119.2131296444,470.0,422.5,21.951651418515194,0.0009124430855528876,463042.57952044153,24058.10484630257
243,119.7127621879,529.0,478.5,23.27283824547406,0.0009137881562335184,523644.3444094272,25468.52690825059
244,120.2123948656,478.0,430.5,22.133119978891365,0.0009150982884471624,470441.2689160625,24186.60406025809
245,120.7120276775,469.0,421.5,21.92886225958839,0.0009163740613817055,459965.00529976137,23930.033797032764
246,121.2116606236,509.0,461.5,22.822686082054407,0.0009176160435075485,502933.66519174597,24871.716491372204
247,121.7112937039,479.0,430.75,22.159930054041237,0.0009188247928086781,468805.3733109188,24117.688407495418
248,122.2109269184,479.0,433.5,22.144412387778548,0.0009200008570078889,471195.2132412881,24069.991043050366
249,122.71056026709999,478.0,431.5,22.127471613358814,0.0009211447737866611,468438.85161089373,24021.708902930364
250,123.21019374999999,471.0,425.75,21.961614239395065,0.0009222570709992421,461639.18216285476,23812.898735056824
251,123.70982736709999,486.0,437.25,22.320114247019436,0.0009233382668817745,473553.42639122537,24173.279769284527
252,124.20946111839999,477.0,426.0,22.13029597633073,0.0009243888702560231,460845.0119937219,23940.461301964202
253,124.70909500389999,491.0,441.25,22.437412952477388,0.0009254093807282667,476816.0007765977,24245.932038013147
254,125.20872902359999,499.0,452.5,22.597013076953335,0.0009264002888832464,488449.76132885064,24392.277666702263
255,125.70836317749999,487.0,441.0,22.327113561766105,0.0009273620764734493,475542.4134627377,24075.939838591556
256,126.20799746559999,468.0,422.0,21.89748844045819,0.000928295216603726,454596.7623790362,23588.927367925746
257,126.70763188789999,524.0,476.75,23.147624068141422,0.0009292001739115622,513075.6680695319,24911.342806468874
258,127.20726644439998,483.0,430.75,22.272460573542386,0.0009300774047428735,463133.4959901363,23946.889215849475
259,127.7069011351,503.0,453.75,22.70049558930377,0.0009309273573236983,487417.1936513666,24384.819514344174
260,128.20653596,494.0,447.5,22.48610682176886,0.0009317504719276674,480278.80154885486,24133.18533152777
261,128.7061709191,510.0,461.0,22.85278976405288,0.0009325471810396486,494344.9611697447,24505.773250609676
262,129.2058060124,503.0,456.25,22.68672519338126,0.0009333179095152741,488847.36417086114,24307.607260171175
263,129.7054412399,461.0,408.0,21.777281740382566,0.0009340630747369324,436801.33712052397,23314.572997670286
264,130.2050766016,556.0,508.25,23.83143931868153,0.0009347830867658969,543709.0242597468,25494.08483751244
265,130.70471209750002,493.0,444.75,22.473595617969103,0.0009354783484909589,475425.22038851696,24023.6405836883
266,131.2043477276,508.0,457.0,22.819947414488052,0.0009361492557735992,488170.0190236781,24376.39860711152
267,131.70398349190003,496.0,440.75,22.579027879871177,0.0009367961975896971,470486.5381969046,24102.390613844545
268,132.2036193904,514.0,461.25,22.960564017462637,0.0009374195561680037,492042.2205458397,24493.369981869313
269,132.70325542310002,626.0,573.0,25.283393759541063,0.0009380197071253376,610861.3663949772,26954.011272348154
270,133.20289159,1306.0,1251.5,36.326643114937006,0.0009385970195987537,1333373.081170672,38703.13069017255
271,133.70252789110003,2827.0,2774.5,53.29282315659398,0.000939151856374569,2954261.3169189384,56745.69324956837
272,134.2021643264,3634.0,3585.5,60.383151623611035,0.0009396845740145131,3815642.0773005295,64258.95805189459
273,134.7018008959,2585.0,2531.0,50.975484303731726,0.0009401955229788439,2691993.2483628215,54217.961113263846
274,135.2014375996,1146.0,1093.25,34.046842731742395,0.0009406850477468468,1162184.9444918688,36193.66844757688
275,135.7010744375,526.0,479.75,23.18539410922316,0.000941153486934461,509746.82308477524,24635.082833027554
276,136.20071140960002,451.0,403.25,21.51598243167158,0.0009416011734092755,428259.87412477843,22850.420155880016
277,136.7003485159,467.0,415.5,21.906049392804718,0.0009420284344029336,441069.48880300816,23254.127574916543
278,137.19998575640003,441.0,387.75,21.314607667043745,0.0009424355916209939,411433.95203598804,22616.513909860423
279,137.6996231311,423.0,376.0,20.850659461993043,0.0009428229613503199,398802.33661417116,22115.13753560958
280,138.19926064,420.0,369.75,20.79813693579307,0.0009431908545641174,392020.34053953463,22050.82548791744
281,138.6988982831,455.0,406.0,21.615966321217286,0.0009435395770245444,430294.61602482275,22909.443172890868
282,139.19853606040002,404.0,350.75,20.428228019091623,0.0009438694293830876,371608.6029285321,21643.065643564172
283,139.69817397190002,400.0,355.0,20.279299790673246,0.0009441807072787027,375987.34782791033,21478.197589020652
284,140.19781201760003,474.0,420.0,22.079402165819616,0.0009444737014338739,444692.1066858374,23377.466341624204
285,140.69745019750002,449.0,398.5,21.485460199865397,0.0009447486977483243,421805.2916609133,22741.984456896284
286,141.19708851160001,445.0,393.0,21.4009345590327,0.0009450059773909379,415870.3853757959,22646.348352333633
287,141.69672695990002,431.0,374.75,21.09650444978978,0.0009452458168895382,396457.71851513354,22318.537752656488
288,142.1963655424,429.0,377.0,21.02379604162864,0.000945468488218653,398744.1196589234,22236.379428403106
289,142.69600425910002,463.0,417.25,21.781586259958203,0.0009456742588854824,441219.58071666985,23032.863647603917
290,143.19564311,423.0,371.75,20.876122724299165,0.000945863392013962,393027.1571336092,22070.970185080394
291,143.69528209510003,431.0,384.75,21.037169486411425,0.0009460361464269948,406696.9337832706,22237.173036003922
292,144.1949212144,439.0,388.5,21.25147053735341,0.0009461927767268874,410592.86178860575,22459.979678631084
293,144.6945604679,420.0,376.25,20.759034177918778,0.0009463335333741538,397587.0945399979,21936.27663589433
294,145.1941998556,417.0,371.0,20.700241544484452,0.0009464586627644481,391987.53690559586,21871.257941707136
295,145.6938393775,440.0,388.5,21.280859945030418,0.0009465684073041355,410429.92455924395,22482.115165494648
296,146.1934790336,421.0,378.25,20.777090749188154,0.000946663005483887,399561.4044373239,21947.715954705487
297,146.69311882390002,419.0,368.25,20.777090749188154,0.0009467426919511223,388965.24169738375,21945.868635509698
298,147.1927587484,450.0,398.75,21.51307741816591,0.000946807697580532,421152.0470513325,22721.696785039167
299,147.69239880710003,448.0,402.0,21.435951110226018,0.0009468582495433899,424561.96605337627,22639.028725327393
300,148.192039,445.0,396.0,21.3834047803431,0.0009468945713752689,418209.1776329966,22582.666990355494
301,148.69167932710002,406.0,360.5,20.429757707814357,0.0009469168830423185,380709.23272775667,21575.027411250976
302,149.19131978840002,423.0,367.25,20.90305001668417,0.0009469254010063672,387834.14153817866,22074.653393465804
303,149.6909603839,432.0,384.75,21.06685785778221,0.0009469203382883198,406317.17837583367,22247.7615127195
304,150.19060111360002,422.0,377.5,20.811655388267415,0.0009469812733787612,398635.1268099601,21976.83943000575
305,150.6902419775,410.0,357.5,20.570002430724212,0.0009471574083953173,377445.18158357625,21717.617629760294
306,151.1898829756,429.0,376.25,21.028254801575905,0.0009473201081636965,397173.0323864129,22197.623190261926
307,151.6895241079,420.0,370.25,20.79513164180501,0.0009474695662715848,390777.72329614934,21948.07346017091
308,152.1891653744,475.0,429.5,22.05391121774095,0.0009476059733596715,453247.45946591854,23273.292737434243
309,152.6888067751,442.0,395.5,21.298474123748868,0.0009477295171732256,417313.16038319684,22473.156884756965
310,153.18844831,437.0,382.0,21.230873745562146,0.0009478403826126727,403021.44433542376,22399.207857171423
311,153.6880899791,366.0,326.75,19.38588403968207,0.0009479387517831773,344695.2657915369,20450.566034161053
312,154.18773178240002,423.0,378.5,20.835666536014635,0.0009480248040432296,399251.15712767845,21977.976153316486
313,154.6873737199,438.0,388.75,21.220567852911003,0.0009480987160522244,410031.1427682456,22382.23456442494
